lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price
125,6820,5,6,2005,2005,152.74538689711855,156.75785905244302,82.94258460096692,200.27244371711794,439.97288737052787,1480.1652044725754,81.87900383135438,37.65871670767609,2900.6579427436354,1,0,1,0,1,2,12,0,2003,0,507.1796380151168,232.79656199641508,22.976746578796106,48.78008237431714,32.72328760788056,19.026870803643245,20.524677704279036,253.27864874416534,9,2009,20,RH,Grvl,IR2,Bnk,AllPub,Inside,Mod,Somerst,Norm,TwnhsE,2Story,Flat,HdBoard,Wd Sdng,Gd,Ex,Slab,Gd,Fa,Av,LwQ,BLQ,Grav,Ex,N,FuseF,TA,Min1,Gd,Detchd,Fin,Gd,TA,P,COD,Partial,638443.97
88,5622,8,4,1962,1962,137.50487770732968,106.94826231690982,7.4279204066188615,357.4711947314939,471.8473774550226,462.296840751324,498.5841405447822,8.165488328206994,500.0,0,1,1,0,3,1,7,2,1964,1,645.4367840257339,45.270205550711694,127.64521171955471,161.51995597144645,69.4017069172397,26.09933893136432,7.087904479173574,12.869306235633424,3,2007,80,RL,Grvl,IR1,Lvl,NoSeWa,Inside,Gtl,Somerst,Feedr,1Fam,2Story,Gable,MetalSd,Wd Sdng,TA,Gd,Slab,Ex,Ex,No,Unf,Unf,GasA,Fa,Y,FuseA,Fa,Min2,Ex,CarPort,RFn,Po,Fa,P,WD,Family,612553.31
117,26392,8,8,1979,2010,79.92771756259451,237.13414111241855,108.43511555519804,214.1979457276684,559.767202395285,725.4650634276975,1016.1581991108312,55.318700084646515,1700.4424719272317,1,0,1,1,4,1,9,1,1977,1,296.14026349156865,135.169045083007,73.22317013435098,10.914327223749648,9.214022235925402,115.20642135117939,62.83679209823172,65.81524461185236,10,2007,75,FV,Grvl,IR1,Bnk,AllPub,Inside,Sev,Edwards,Feedr,TwnhsE,1Story,Flat,VinylSd,MetalSd,Fa,TA,BrkTil,TA,Gd,Av,Unf,GLQ,Grav,Gd,Y,FuseA,Gd,Min1,Gd,BuiltIn,Unf,Fa,Fa,N,ConLD,Normal,637182.06
72,9704,4,2,2002,2002,110.28910674520608,291.41014405893804,19.22771879838117,484.11445301057694,794.7523158678962,1673.6464728444012,1674.3962164978636,13.856264519021773,1276.2753136565539,2,0,1,1,5,1,3,0,2000,2,395.30676726425247,297.1625282878944,8.394527167928121,62.53696215115359,8.859470170696095,24.073317168283957,5.35414737148378,204.11839286928824,8,2007,120,FV,Grvl,IR1,Lvl,NoSeWa,FR2,Mod,NAmes,Norm,Duplex,2Story,Gable,Wd Sdng,Plywood,TA,Ex,CBlock,Fa,TA,No,LwQ,Unf,Grav,Gd,Y,FuseF,Gd,Min2,Gd,CarPort,Unf,Ex,Fa,P,New,Partial,490182.68
86,23444,5,3,1987,1993,56.384745242540944,101.6577645875205,23.55199665432003,246.20732147698618,371.4170827188267,1800.1536717659399,216.7116255407485,82.43602670560645,955.7466738345953,0,0,1,0,2,1,9,1,1985,1,669.7869773177036,196.8667399243683,89.00203167498671,47.858499607598034,4.338493302542683,33.124356852013335,20.613079757869897,32.51769997547582,5,2008,60,RM,Grvl,IR1,Bnk,NoSeWa,Inside,Mod,CollgCr,Norm,TwnhsE,2Story,Flat,MetalSd,Wd Sdng,TA,Ex,PConc,Ex,Gd,No,BLQ,ALQ,GasW,Gd,Y,FuseA,Ex,Maj1,Ex,BuiltIn,RFn,Gd,Gd,N,COD,Abnorml,549325.82
93,5882,3,2,1933,1962,262.2007136504672,231.4271825719764,51.441279995016636,464.3376177997873,747.2060803667804,2553.728961598195,970.7217525553012,46.752246307790564,3237.4791649972003,2,1,2,1,2,2,9,1,1986,1,119.79170152405545,23.93169294662325,133.9606227917098,47.68573901822051,19.23474464631368,0.9374107081503921,136.0062216444249,52.06824430095365,5,2009,80,FV,Grvl,IR1,Bnk,NoSeWa,FR2,Gtl,NAmes,Artery,TwnhsE,1.5Fin,Hip,HdBoard,Plywood,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,Grav,Ex,Y,FuseF,TA,Maj1,Ex,BuiltIn,Fin,Ex,TA,P,WD,Partial,516029.44
136,9855,8,6,1914,1985,127.24702760000159,570.9709674645903,63.10686031286059,142.0719525781474,776.1497803555983,1191.2267101926534,556.4268514051935,4.45534795166052,3599.9934942257814,0,1,3,1,4,1,10,2,1936,3,385.97751595463893,55.279949579441094,66.09823394918995,36.34136127390398,7.8246223587638175,32.58226633307715,34.51645780081425,319.5874414512928,2,2009,20,RM,Pave,IR2,Bnk,NoSeWa,Inside,Sev,NAmes,Artery,TwnhsE,1Story,Flat,Wd Sdng,MetalSd,Ex,Ex,PConc,Ex,Fa,Gd,GLQ,Rec,GasA,Ex,Y,FuseF,Gd,Min1,TA,CarPort,RFn,Ex,Gd,P,New,Family,792512.97
124,9938,3,3,1912,1954,46.99705290022204,34.707821008309644,126.53906965829844,99.99953640535585,261.2464270719639,697.6273243878168,183.3468665633379,74.67430331966919,1951.2955726395865,0,1,3,1,2,2,10,2,1946,3,353.9559890615567,78.69782331536,41.40630205003686,43.785714262888455,54.087705381214825,5.458304186740947,135.44051711412777,22.355767765134253,1,2007,180,RH,Pave,IR1,Lvl,NoSeWa,CulDSac,Gtl,NAmes,Feedr,TwnhsE,1.5Fin,Flat,VinylSd,Wd Sdng,TA,Ex,Slab,Gd,Ex,Mn,ALQ,BLQ,Grav,Gd,Y,FuseF,Fa,Min2,Ex,Attchd,Unf,Ex,Gd,Y,New,Normal,461161.5
88,9870,8,4,1997,1997,223.67237981944552,322.89695335089846,115.81167171531489,355.6829577699789,794.3915828361922,734.0577309312871,198.7164490128485,69.31582510199954,1228.8953298273352,2,0,1,0,5,2,3,0,1995,1,66.94773120608929,39.25759956158906,83.96577657538204,23.209165360044718,2.8656544554982064,107.30340087533278,17.997519466956692,387.8013990636523,4,2008,160,FV,Grvl,IR2,Bnk,NoSeWa,CulDSac,Gtl,Somerst,Norm,TwnhsE,1.5Fin,Gable,MetalSd,VinylSd,Ex,Ex,Slab,Ex,Gd,Av,BLQ,Rec,GasA,TA,Y,SBrkr,Ex,Maj1,Fa,Attchd,Unf,Ex,Po,P,COD,Abnorml,647425.38
105,20892,8,7,1961,1962,83.11882855592025,191.37490897495283,91.29049580802904,217.05822276315507,499.7236275461369,1167.6636072651602,224.32389404120707,61.02962776170618,1368.1582901948468,0,0,2,1,4,1,7,1,1969,1,565.0216138225967,173.71937118893166,195.3091549362258,31.888611242022268,65.78277609518346,16.152744865251858,3.066508163826185,258.789154711078,3,2009,60,RM,Pave,IR1,HLS,NoSeWa,CulDSac,Gtl,Somerst,Feedr,Duplex,1Story,Flat,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,TA,Gd,Mn,ALQ,Unf,Grav,TA,N,FuseF,Gd,Maj1,Fa,Attchd,Fin,Po,Ex,P,WD,Partial,608781.11
60,27602,7,4,1932,2005,167.77962314551786,298.30309392046297,171.74132655428963,24.821486724097912,494.8659071988505,612.1438025978633,131.72638435560188,64.20559918847442,853.3469813013453,1,1,3,1,5,2,7,2,1930,2,448.9527042604288,21.22867327150873,150.10926721694017,75.39205670160554,6.317892701160444,8.491457315061934,23.079205509169057,284.62161830513963,9,2006,60,RH,Grvl,IR1,Bnk,AllPub,Corner,Sev,Edwards,Artery,Duplex,2Story,Flat,HdBoard,VinylSd,Gd,Gd,CBlock,TA,Ex,Gd,GLQ,ALQ,GasA,Gd,N,FuseF,Fa,Min2,TA,BuiltIn,Fin,Gd,Fa,Y,New,Normal,530672.82
120,27489,4,3,1938,1953,19.42860020149408,824.0556856689232,112.97863436764885,122.97089918519495,1060.005219221767,2452.2389441009323,167.7349869021565,27.861982678773725,1354.5668345519834,2,0,3,0,1,1,7,1,1936,3,385.4762024125255,46.2387441037971,17.313287928727977,16.5469108333253,58.498158789872356,27.805087102854422,36.18183312269996,27.689233336144436,6,2006,30,FV,Grvl,IR1,Bnk,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1.5Fin,Hip,Wd Sdng,Wd Sdng,TA,Fa,PConc,TA,Ex,No,BLQ,BLQ,Grav,Gd,N,SBrkr,Gd,Typ,TA,BuiltIn,Unf,Po,Po,P,New,Partial,514520.95
95,22763,9,2,1931,1989,196.97258084034763,287.80983032692455,120.26697814421532,274.86902185111717,682.945830322257,833.2571101676172,573.1657676842404,36.976445378338184,1037.4951992278077,1,0,2,1,1,1,8,2,1959,2,753.845407006355,111.62735749540609,72.5187603226092,18.69742274648846,9.717589950954613,59.8239856692981,33.10780168405442,401.84400771712546,2,2006,180,RM,Grvl,Reg,HLS,NoSeWa,Corner,Sev,OldTown,Norm,Duplex,1Story,Hip,MetalSd,MetalSd,TA,TA,Slab,Ex,Fa,Av,ALQ,LwQ,GasW,Fa,N,FuseA,Gd,Maj1,Po,BuiltIn,Unf,Fa,TA,P,COD,Abnorml,618685.16
93,7670,7,3,1989,1989,123.55631246642088,256.979556699443,23.280030062571033,203.5952071735465,483.8547939355605,2253.6638592209038,79.79122359848112,22.301103737689882,3468.6075021027177,0,1,1,1,5,2,10,2,1987,0,676.701332500864,84.01051678076163,23.9826382061727,45.067785580255176,42.964571732014676,32.1727622556606,18.770548401607666,172.60936307235798,7,2006,20,RM,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Artery,Duplex,1Story,Hip,HdBoard,Wd Sdng,TA,Gd,BrkTil,Gd,Gd,Mn,LwQ,GLQ,GasA,Ex,N,FuseA,Gd,Min2,Fa,Attchd,Fin,TA,TA,N,COD,Normal,701676.36
116,28896,7,8,1967,1991,43.77260931360329,476.6458316163381,182.70728752333363,118.59913675732633,777.9522558969982,557.1305511342024,262.00128371429264,1.4265581673021344,510.3104687265981,0,1,3,0,2,2,8,1,1965,2,710.8373820910004,38.70897416532507,40.58850396170096,41.478495410568705,21.58467214964128,13.500005047187493,10.203974612012917,631.6971605967843,8,2010,160,RL,Grvl,IR2,HLS,NoSeWa,FR2,Gtl,Edwards,Feedr,TwnhsE,1.5Fin,Hip,Wd Sdng,VinylSd,Ex,Gd,PConc,TA,Ex,Av,LwQ,LwQ,Grav,Ex,N,SBrkr,TA,Min1,Po,BuiltIn,Unf,Po,Po,N,New,Abnorml,506328.12
103,17178,8,5,1997,1997,122.02530360053527,372.42421149024943,164.76296104895954,215.74414665759798,752.931319196807,1010.5954410769293,403.3428211967626,45.994692467322494,2728.940714964545,2,1,2,1,2,2,5,2,2006,2,357.3495310780661,251.58215879400268,158.3264394879588,22.290346005131873,41.11658870699088,30.352751019213883,20.199944364759993,264.80158258486256,6,2007,30,RM,Grvl,IR2,Bnk,NoSeWa,Inside,Gtl,OldTown,Artery,Duplex,1Story,Hip,MetalSd,Wd Sdng,Gd,Fa,CBlock,TA,Ex,Gd,LwQ,BLQ,GasW,Gd,Y,FuseF,TA,Typ,Gd,BuiltIn,Unf,Po,Fa,P,COD,Family,664329.56
47,17287,9,8,1933,2009,245.03822098328166,323.92481613765773,95.41546313270966,241.8126604424627,661.1529397128301,915.1511523530447,263.4193540375607,2.7388681481630908,993.6103187445299,0,0,1,0,2,2,9,0,1994,3,289.7470100951623,29.316396814816247,72.2516521747579,46.23166104735722,0.8653558291291419,37.564678012781904,41.99025347316378,129.35449818683628,8,2010,180,FV,Grvl,IR2,HLS,NoSeWa,CulDSac,Gtl,NAmes,Feedr,1Fam,2Story,Gable,MetalSd,MetalSd,Gd,Ex,CBlock,Fa,Gd,Gd,Rec,ALQ,Grav,Gd,Y,FuseA,Ex,Min2,TA,CarPort,RFn,Fa,Po,Y,WD,Normal,610558.97
68,21638,2,3,1952,1989,57.791549412915735,382.1796035631639,159.84914630750313,47.48475669482443,589.5135065654915,413.71767216031594,149.42818473207518,6.679106808942083,2471.900601122634,0,1,1,0,3,2,8,0,1950,3,441.8729016602733,155.2473200432902,26.205367101740684,45.8044354720047,14.828335633525002,36.12024326005831,8.930505305516656,15.13429404544281,12,2010,50,FV,Grvl,IR1,Lvl,NoSeWa,CulDSac,Sev,Edwards,Artery,Duplex,1.5Fin,Gable,VinylSd,Wd Sdng,Ex,Gd,Slab,Ex,Gd,Av,Rec,LwQ,GasW,Gd,Y,SBrkr,Gd,Min2,Ex,CarPort,Fin,Ex,TA,Y,New,Abnorml,485604.04
57,23534,9,4,1913,1972,57.15246340604616,678.4458706058736,76.98692193993799,456.00928115075743,1211.442073696569,961.2086580548626,542.8411658676982,12.903790440663474,1597.7093782316783,1,1,2,0,5,1,4,2,1926,2,526.1700141293992,127.45201457528061,49.05661971494897,143.6674206684197,61.74046280945623,88.78238634658233,84.72263211698865,213.00416930796425,8,2007,70,RH,Grvl,IR2,Lvl,AllPub,Corner,Mod,CollgCr,Feedr,TwnhsE,1.5Fin,Gable,HdBoard,MetalSd,Fa,TA,BrkTil,Fa,Gd,No,BLQ,Rec,GasW,Ex,N,FuseF,TA,Min1,TA,Attchd,RFn,Ex,Fa,P,ConLD,Family,697795.33
113,28681,8,3,2007,2007,78.9938964669827,546.0605808156358,270.75800240361207,524.2100591290957,1341.0286423483435,1325.6140724082304,258.6515767767857,29.820813987273304,2753.1903057614286,0,1,3,0,4,1,9,0,2005,2,613.074222456824,133.45822864820988,109.1215829192002,179.53147798618048,18.3458391434513,4.120593658760773,42.31475335978251,356.06077696955185,5,2006,20,RL,Grvl,IR2,HLS,NoSeWa,Inside,Sev,NAmes,Artery,Duplex,1Story,Hip,VinylSd,Plywood,Gd,TA,BrkTil,Gd,Gd,No,ALQ,GLQ,GasA,TA,N,FuseA,TA,Min1,Ex,CarPort,RFn,Ex,Fa,Y,COD,Family,715386.56
43,18306,3,4,1956,1986,96.41652173475926,243.4431413803035,87.52387467856983,122.43569960027313,453.40271565914645,400.0,277.1522526577808,132.28038050089455,731.0256349536936,2,1,3,1,1,1,8,2,1954,0,197.66616779384296,14.361263763362599,38.40496085117021,45.37270058770367,8.826390783661546,51.847631934257585,25.42187944428008,315.0003573509772,8,2007,50,RM,Pave,IR2,Lvl,AllPub,CulDSac,Mod,NAmes,Artery,1Fam,2Story,Hip,MetalSd,Plywood,Ex,Fa,Slab,Gd,Ex,Av,ALQ,Unf,GasA,TA,Y,FuseF,TA,Maj1,Gd,Attchd,Fin,TA,Fa,P,WD,Partial,389000.1
60,19081,4,5,1961,1976,175.33848756943755,795.2713318447356,74.49263093190488,700.8001667904049,1570.5641295670453,1562.9854500039398,480.58531941036233,12.756443267119677,1194.541717774286,2,1,1,1,5,1,11,2,1967,3,503.1841332122614,79.48521663230122,75.41076443847224,67.92395247009858,2.568213924370112,14.436949965832982,8.301389486138236,35.553981738862504,11,2009,180,RH,Grvl,IR1,HLS,NoSeWa,CulDSac,Gtl,NAmes,Norm,1Fam,1.5Fin,Hip,Wd Sdng,MetalSd,Ex,TA,CBlock,Fa,Ex,Gd,ALQ,BLQ,GasW,Gd,Y,SBrkr,TA,Min2,Ex,Attchd,RFn,TA,Po,P,COD,Abnorml,499866.3
99,22874,8,7,1945,1953,128.46365448380834,201.0716925318795,113.70708690467204,204.98264166707156,519.7614211036231,1395.0925472685185,843.7741948091366,141.48099247879256,1419.5079647183973,2,0,3,0,3,2,6,2,1943,1,810.2752040933138,103.35529625890454,41.214135079426555,44.413024871793674,7.162796589374483,23.554089836849545,92.45017827663254,608.4853797269094,8,2008,75,FV,Pave,IR2,HLS,NoSeWa,Corner,Sev,OldTown,Artery,1Fam,2Story,Gable,VinylSd,Wd Sdng,TA,Gd,CBlock,Gd,Fa,Gd,Rec,GLQ,GasA,Fa,Y,FuseA,Ex,Min2,Gd,Attchd,Unf,TA,TA,Y,ConLD,Partial,581492.32
109,9142,3,4,1930,1985,78.94097038264098,322.9296728850867,315.1547312429711,133.88209400800778,771.9664981360655,1121.6624448336481,316.04038686830853,67.50095850683763,1798.4586435320973,2,0,3,1,4,2,11,0,1928,2,218.46016919567194,116.07443168703136,45.01556567362101,28.803397178897665,70.26093026572259,28.581987323601208,127.32621227829638,69.00581815665245,6,2010,60,RM,Grvl,IR2,HLS,AllPub,CulDSac,Mod,NAmes,Feedr,1Fam,1.5Fin,Gable,VinylSd,Wd Sdng,Fa,TA,BrkTil,Fa,TA,Av,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Min1,Po,BuiltIn,Fin,Fa,Ex,P,New,Abnorml,513105.74
90,10615,5,7,2005,2005,113.74307388184825,350.68240218005025,44.41020424738446,130.68293729038993,525.7755437178246,1752.383899507355,330.1264868924254,40.52148505521018,1782.6887614182008,2,1,3,0,2,1,8,0,2003,2,63.41672505383915,71.53050630274157,169.77284079895543,48.1979454672142,34.45248302876785,25.067610223263138,0.10943200725470896,381.6191977396026,2,2007,160,RH,Grvl,IR2,HLS,AllPub,CulDSac,Sev,OldTown,Feedr,TwnhsE,1.5Fin,Gable,VinylSd,Plywood,Ex,Gd,CBlock,TA,Ex,Mn,BLQ,BLQ,GasA,Gd,N,FuseF,Ex,Min2,Fa,CarPort,Unf,Ex,TA,P,WD,Normal,522041.1
126,19513,7,6,1954,1964,271.61658584731305,234.46258954598844,107.22558941648542,671.1973765075805,1012.8855554700544,1824.028909798431,176.61605671200496,10.92122787561685,847.9793285846249,1,0,3,1,1,1,12,1,1952,0,33.26450634145383,135.79700304918532,70.2925791696218,28.265995091993535,44.152809619302026,43.091242359923655,38.773034283881735,44.88638147997125,9,2006,180,RH,Grvl,IR1,Bnk,NoSeWa,FR2,Gtl,Edwards,Norm,Duplex,1.5Fin,Flat,Wd Sdng,Wd Sdng,Ex,Ex,BrkTil,Gd,TA,No,BLQ,LwQ,GasW,Gd,Y,FuseA,TA,Maj1,Po,Attchd,RFn,Ex,Gd,P,New,Abnorml,542202.96
131,3795,7,4,1974,1974,144.34335065561473,739.0587641079651,48.085036196285095,92.36502533248856,879.5088256367387,3500.0,1008.183262136363,30.30209177947793,695.8242040440792,0,1,3,1,3,2,4,0,1972,1,287.40048396768566,75.11211279338663,95.57919597508216,33.76426620695965,13.76276327894836,6.763302314324295,108.20308716126064,44.222474374677084,10,2009,70,RM,Grvl,IR2,HLS,AllPub,Corner,Mod,Edwards,Norm,Duplex,1.5Fin,Hip,HdBoard,Plywood,Gd,TA,Slab,Gd,Gd,Av,Rec,LwQ,GasW,Gd,Y,FuseA,Gd,Typ,Po,CarPort,Unf,Fa,Gd,Y,ConLD,Partial,541275.23
53,10973,9,8,1904,1972,85.5619285605166,225.32508760921732,74.40111774344203,245.4941493315255,545.2203546841848,400.0,550.1211347569904,33.03325476930483,1472.8898805466606,0,0,2,1,2,2,4,2,1903,2,169.30029605536956,36.80504141881115,69.28848665402978,30.989073538811237,12.452271272175636,40.145185862060686,62.751033291041956,48.28156779130202,7,2010,60,RH,Pave,IR2,HLS,AllPub,FR2,Gtl,Somerst,Norm,Duplex,1Story,Hip,HdBoard,MetalSd,Gd,Ex,BrkTil,Fa,TA,Mn,BLQ,ALQ,Grav,Ex,Y,FuseA,Ex,Typ,Ex,Detchd,Unf,Gd,Gd,Y,COD,Abnorml,688875.67
135,22103,2,5,1930,1963,77.15820902124378,270.89136047711446,31.356561856533723,266.91219274090776,569.160115074556,2663.2441635751848,964.2320021771552,54.62985309895054,1663.3156954936774,0,0,2,0,1,1,5,2,1946,1,549.2413370811221,39.23011922342749,13.966263400912814,31.40475304733247,43.8404051929666,58.47639441358498,2.5928322257175993,49.621631096843025,8,2008,160,RL,Grvl,IR1,Bnk,AllPub,Corner,Gtl,Somerst,Artery,1Fam,1.5Fin,Gable,VinylSd,Plywood,TA,Ex,CBlock,Fa,TA,Av,Rec,Unf,Grav,Fa,Y,SBrkr,TA,Typ,Ex,Detchd,Unf,Fa,Po,P,COD,Family,496739.4
101,29331,4,3,1989,1989,108.94347090301756,601.0601378562604,117.51983246528712,357.29495872299606,1075.8749290445435,2022.4762655971817,1073.8623667690756,11.739028731011295,1424.3829695752854,0,0,2,1,4,1,11,2,1987,2,489.97571725627546,120.50029803036135,21.683949639764247,16.861236454583658,55.4186732734895,19.833543006682923,23.55763552905139,20.705463900421616,2,2009,75,FV,Pave,Reg,Lvl,NoSeWa,CulDSac,Sev,NAmes,Feedr,TwnhsE,2Story,Flat,HdBoard,Wd Sdng,Gd,Ex,CBlock,Fa,Fa,Av,LwQ,GLQ,GasA,TA,Y,FuseA,Gd,Typ,Po,Detchd,Unf,Ex,Po,Y,WD,Partial,472908.62
103,16545,9,8,1909,1976,173.8816889326514,207.1738552805241,80.91096861250239,231.67655204348608,519.7613759365126,1394.5067189715473,312.37989890086317,69.4289647016153,509.280394777949,2,0,3,0,5,1,8,0,1907,2,79.83499749953327,41.09387477930373,169.13482492141102,62.841649420643954,10.930676806356152,68.51643659836188,6.808505456739153,34.655433863527335,12,2008,50,RL,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,Gable,HdBoard,VinylSd,TA,Fa,BrkTil,Fa,Ex,No,Rec,BLQ,GasA,Fa,N,FuseA,Ex,Typ,Po,Attchd,Unf,Fa,Gd,P,WD,Partial,608085.01
49,13190,6,8,1911,1963,51.21638450151397,97.68676343734592,157.06073392890946,640.3526323378138,895.1001297040692,564.7100611487916,914.2902380934977,26.647303659174856,1706.1120553404216,0,1,2,1,5,1,9,0,1997,0,786.5715122478547,144.07051077393044,156.47216329591726,47.01376352741663,35.31307518787577,21.467934628139375,8.725722102132933,1.3539784119683076,6,2007,75,FV,Pave,IR2,Bnk,AllPub,Corner,Mod,NAmes,Norm,TwnhsE,1.5Fin,Hip,HdBoard,MetalSd,Fa,Fa,PConc,Gd,Gd,Mn,LwQ,ALQ,GasA,Gd,Y,SBrkr,Ex,Min1,Gd,Detchd,Fin,Fa,Ex,Y,WD,Abnorml,606952.46
102,14330,3,2,1989,1989,158.03065721582445,329.7882980414964,194.23438689956302,718.3098787247509,1242.3325636658103,872.4916186710677,591.9068718827899,45.85670207933883,2233.248084752713,0,1,3,1,2,1,3,2,1987,1,233.46651752768506,40.81614654367291,67.42268426917312,16.186335309944162,29.06525432516562,39.06099266671745,34.96028266481668,5.416984448636724,11,2008,60,RM,Pave,Reg,Lvl,NoSeWa,CulDSac,Mod,CollgCr,Feedr,Duplex,1Story,Flat,HdBoard,VinylSd,TA,Fa,Slab,Fa,TA,Mn,ALQ,ALQ,GasA,TA,Y,FuseA,Gd,Typ,Gd,BuiltIn,Fin,Ex,Fa,P,New,Partial,524669.38
112,21191,4,8,1934,1978,84.2629535454878,126.74162815454882,218.3823991261351,548.3893707120674,893.5133979927514,792.9911066337805,336.6086535495273,24.27631900397001,1949.3539071294447,2,1,1,0,4,2,6,2,1932,1,188.2180017325561,25.95442545837587,30.285928120674257,30.201651182755022,27.40148641607483,17.440367387089868,55.48431008896805,739.341302176289,9,2010,60,RH,Pave,IR2,HLS,AllPub,FR2,Sev,OldTown,Feedr,1Fam,1Story,Gable,VinylSd,Plywood,Fa,Fa,PConc,Fa,TA,Mn,ALQ,Rec,Grav,TA,N,FuseF,Fa,Min1,Fa,BuiltIn,Unf,Gd,Po,P,WD,Family,465249.96
98,17245,4,8,1930,1953,93.92690420807558,114.32661941696665,50.12946418109534,285.5547032493933,450.0107868474553,1050.1668581296378,293.5137275074877,91.92325471831602,1563.3108761152666,1,0,2,0,3,1,6,2,1928,1,473.2012856950349,311.6054428396534,10.831254443364077,10.181697761877112,20.18610284022159,36.18511484367474,15.786058795015197,195.639646789177,9,2010,80,RH,Pave,IR1,Bnk,AllPub,Corner,Gtl,Somerst,Feedr,TwnhsE,1Story,Hip,MetalSd,Plywood,Ex,Fa,Slab,Fa,Gd,No,LwQ,LwQ,Grav,TA,N,FuseF,Gd,Typ,TA,BuiltIn,RFn,Gd,Po,Y,ConLD,Partial,531169.79
48,2650,6,7,1962,2010,415.18074016186654,35.71944139795543,113.90549417964064,407.53824195749115,557.1631775350872,1711.8497032217165,538.5169276728524,38.10410041348132,1858.508332505119,1,1,3,0,3,2,12,1,1960,0,271.5799449149785,218.22218627354582,264.7229729935338,38.86678711328632,3.084865794471151,10.094533533540918,31.31158662132123,135.90099582800013,4,2010,60,RM,Pave,Reg,Bnk,NoSeWa,Inside,Sev,OldTown,Artery,TwnhsE,2Story,Hip,HdBoard,MetalSd,Ex,Gd,Slab,Gd,Fa,Mn,LwQ,Rec,Grav,Gd,N,SBrkr,Gd,Typ,Gd,CarPort,Unf,TA,Ex,Y,New,Family,558679.0
92,17098,4,3,1921,1978,147.22225826615147,41.937219416826615,229.6165169297211,174.4216147969465,445.9753511434942,2374.3533238794485,638.7451648478707,4.2831431349824705,1061.857107116782,0,0,1,0,4,2,4,0,1978,0,444.82605320682285,92.0858414080217,20.403712609126753,74.91278481066384,40.33613561550198,72.73036440470504,55.380879535490095,192.59925616528434,4,2008,75,RL,Grvl,Reg,Bnk,AllPub,Corner,Sev,CollgCr,Artery,Duplex,2Story,Gable,VinylSd,Wd Sdng,Gd,Ex,BrkTil,TA,Gd,No,Rec,GLQ,Grav,TA,Y,FuseF,Gd,Min2,Gd,BuiltIn,Fin,TA,Fa,N,COD,Family,479738.75
133,13201,6,6,1904,2010,61.36727081687398,45.81973971461031,31.07684657482382,467.0819155197821,543.9785018092163,3106.2539304573866,57.68452485759833,49.62697993732578,3239.181427811846,2,1,3,0,2,1,11,2,1928,1,345.3951630989718,53.38698367727382,32.68748213176703,23.64281950914715,5.012396002575265,4.295907985618001,2.7682073077995,81.04452348985656,4,2006,80,FV,Grvl,Reg,HLS,NoSeWa,Inside,Gtl,CollgCr,Feedr,1Fam,1Story,Flat,HdBoard,Wd Sdng,Gd,Gd,CBlock,Fa,Gd,Gd,BLQ,BLQ,Grav,TA,Y,FuseF,Gd,Min1,Fa,Attchd,Fin,Ex,Po,P,ConLD,Abnorml,662340.84
112,21622,5,5,1900,2003,123.30308715158644,865.031482155561,89.25366359117999,140.18101526358438,1094.4661610103253,876.9288346509904,377.91357537860387,6.437553965930594,1260.9263941742938,1,0,2,1,2,1,6,0,1985,3,844.5529663050039,146.08470860609316,37.957217298499444,61.73113242417037,9.218684613259095,62.38848407054613,8.553824926155368,126.43464899802002,4,2008,180,RH,Pave,IR1,Bnk,AllPub,CulDSac,Mod,Edwards,Artery,Duplex,2Story,Flat,HdBoard,Wd Sdng,Fa,Fa,CBlock,Gd,Gd,Mn,GLQ,Rec,Grav,Ex,Y,SBrkr,TA,Maj1,Po,Detchd,Fin,TA,Po,P,New,Abnorml,509809.61
